ID,Question,Question_Type,Predicted Answer,Correct Answer,IsCorrect
378,"Imagine standing at chair looking towards bed, where is dresser?A. back-left
B. back
C. front-left
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. front-left,C. front-left,True
379,"Picture yourself as the man in red clothes; which way are you looking in the scene?A. right
B. back-left
C. back-right
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front,D. front,True
380,"Imagine standing at window looking towards television, where is counter?A. right
B. back-right
C. front-right
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. left,D. left,True
381,"Imagine you're the woman in this image — which direction are you facing?A. front-right
B. back-left
C. back
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,A. front-right,A. front-right,True
382,"Imagine you're the man in this image — which direction are you facing?A. front
B. back-left
C. back-right
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,A. front,A. front,True
383,"If you stand at toilet facing nightstand, where is counter?A. back-right
B. right
C. front-left
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. front-left,C. front-left,True
384,"How is the shelves positioned with respect to the picture?A. back-right
B. front-up
C. back-left
D. down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. down,D. down,True
385,"Could you tell me the location of the chair in comparison to the table?A. down
B. left
C. front-left
D. above
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. down,A. down,True
386,"With the camera's viewpoint as the front, which direction is the man in black facing in the image?A. right
B. front-left
C. front
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. right,A. right,True
387,"Standing at box, gazing at cabinet, where should sink be?A. left
B. front-left
C. front-right
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. front-right,C. front-right,True
388,"Can you describe the position of the sofa relative to the pillow?A. front
B. right
C. left
D. above-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. right,B. right,True
389,"Taking the camera lens as the front, what direction is the man looking toward?A. back-right
B. left
C. back-left
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. back-right,A. back-right,True
390,"How is the lamp positioned with respect to the chair?A. back-down
B. front
C. above-left
D. back-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. front,C. above-left,False
391,"Can you describe the position of the toilet relative to the towel?A. down-left
B. front
C. back-up
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. front,A. down-left,False
392,"Taking the camera's viewpoint as the front, which way is the woman in black clothes facing in the image?A. back-right
B. left
C. back-left
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. back-right,A. back-right,True
393,"If you stand at bookshelf facing window, where is books?A. back-left
B. front-right
C. front-left
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. front-right,B. front-right,True
394,"Picture yourself as the girl; which way are you looking in the scene?A. front
B. back-left
C. right
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,A. front,A. front,True
395,"Which hand is this man in white holding the baseball bat with?A. left
B. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,B. right,True
396,"Imagine you're the man in this image — which direction are you facing?A. back
B. front
C. right
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front,B. front,True
397,"Considering the camera's perspective as the front, what direction is the boy facing within the picture?A. left
B. back
C. front
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back,B. back,True
398,"Where is the table in relation to the books?A. down
B. front-left
C. above-left
D. above-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. down,A. down,True
399,"Taking the camera's viewpoint as the front, which way is the giraffe facing in the image?A. left
B. front
C. back-right
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. left,A. left,True
400,"Taking the camera lens as the front, what direction is the woman in black clothes looking toward?A. left
B. back
C. right
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back,B. back,True
401,"As the woman holding the umbrella in the photo, in which direction are you facing?A. back
B. front-left
C. back-right
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front-left,B. front-left,True
402,"Where is the toilet in relation to the door?A. back-right
B. down-right
C. front-down
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. front-down,D. front-right,False
403,"Where is the toilet located compared to the door from the camera's perspective?A. back-right
B. front
C. down-right
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. front,B. front,True
404,"Considering the camera's perspective as the front, what direction is the woman facing within the picture?A. right
B. left
C. back
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. right,B. left,False
405,"With the camera's viewpoint as the front, which direction is the girl facing in the image?A. right
B. front-left
C. front-right
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. back,D. back,True
406,"Taking the camera's viewpoint as the front, which way is the woman facing in the image?A. left
B. front-right
C. back-right
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. left,A. left,True
